crash_date_time,person_type,street_no,street_direction,street_name,latitude,longitude,posted_speed_limit,driver_action,injury_classification,driver_vision,pedpedal_action,pedpedal_location,first_crash_type
2023-05-05T21:50:00.000,PEDESTRIAN,1198,N,ASHLAND AVE,41.903298195,-87.667640814,30,NONE,"REPORTED, NOT EVIDENT",UNKNOWN,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2023-05-04T15:45:00.000,BICYCLE,1033,N,WOOD ST,41.900610821,-87.672164843,30,NONE,NONINCAPACITATING INJURY,UNKNOWN,OTHER ACTION,IN ROADWAY,PEDALCYCLIST
2023-05-04T08:15:00.000,PEDESTRIAN,2731,W,PRINDIVILLE ST,41.920878977,-87.696126027,15,NONE,NO INDICATION OF INJURY,UNKNOWN,STANDING IN ROADWAY,IN ROADWAY,PEDESTRIAN
2023-04-30T19:23:00.000,PEDESTRIAN,2423,W,NORTH AVE,41.910198851,-87.688209819,30,FAILED TO YIELD,INCAPACITATING INJURY,NOT OBSCURED,CROSSING - NO CONTROLS (NOT AT INTERSECTION),IN ROADWAY,PEDESTRIAN
2023-04-28T11:30:00.000,BICYCLE,1484,N,MILWAUKEE AVE,41.908871127,-87.675337425,30,NONE,INCAPACITATING INJURY,NOT OBSCURED,WITH TRAFFIC,BIKEWAY,PEDALCYCLIST
2023-04-24T16:10:00.000,BICYCLE,1440,N,MILWAUKEE AVE,41.907980573,-87.673945167,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2023-04-23T13:22:00.000,PEDESTRIAN,2098,N,CALIFORNIA AVE,41.919581445,-87.697407828,30,OTHER,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - NO CONTROLS (AT INTERSECTION),IN CROSSWALK,PEDESTRIAN
2023-04-23T13:22:00.000,PEDESTRIAN,2098,N,CALIFORNIA AVE,41.919581445,-87.697407828,30,,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - NO CONTROLS (AT INTERSECTION),IN CROSSWALK,PEDESTRIAN
2023-04-22T19:59:00.000,BICYCLE,1600,N,LEAVITT ST,41.910431233,-87.682494789,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - WITH SIGNAL,IN ROADWAY,PEDALCYCLIST
2023-04-21T16:23:00.000,PEDESTRIAN,758,N,ASHLAND AVE,41.896025497,-87.667437127,30,UNKNOWN,NONINCAPACITATING INJURY,UNKNOWN,PARKED VEHICLE,IN ROADWAY,PARKED MOTOR VEHICLE
2023-04-19T07:54:00.000,PEDESTRIAN,1200,N,ASHLAND AVE,41.903377468,-87.667643142,30,NONE,"REPORTED, NOT EVIDENT",,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2023-04-18T07:32:00.000,PEDESTRIAN,2755,W,CORTLAND ST,41.915565152,-87.696926809,30,OTHER,NONINCAPACITATING INJURY,UNKNOWN,CROSSING - NO CONTROLS (AT INTERSECTION),IN CROSSWALK,PEDESTRIAN
2023-04-07T15:38:00.000,PEDESTRIAN,1398,N,ASHLAND AVE,41.906905992,-87.667734557,30,UNKNOWN,"REPORTED, NOT EVIDENT",NOT OBSCURED,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2023-04-02T16:42:00.000,BICYCLE,2415,W,MEDILL AVE,41.923956873,-87.688256212,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,TURNING LEFT,IN ROADWAY,PEDALCYCLIST
2023-04-02T16:20:00.000,PEDESTRIAN,2021,N,CAMPBELL AVE,41.918226682,-87.689037814,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - NO CONTROLS (NOT AT INTERSECTION),IN CROSSWALK,PEDESTRIAN
2023-03-31T22:08:00.000,PEDESTRIAN,3000,W,DIVERSEY AVE,41.932168025,-87.702586092,30,UNKNOWN,NONINCAPACITATING INJURY,UNKNOWN,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2023-03-28T05:55:00.000,BICYCLE,2801,W,SHAKESPEARE AVE,41.920532968,-87.697359338,30,NONE,NO INDICATION OF INJURY,NOT OBSCURED,CROSSING - NO CONTROLS (AT INTERSECTION),BIKE LANE,PEDALCYCLIST
2023-03-26T18:35:00.000,PEDESTRIAN,2200,W,NORTH AVE,41.910502517,-87.682409763,30,NONE,NO INDICATION OF INJURY,UNKNOWN,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2023-03-21T16:20:00.000,BICYCLE,1399,N,WOOD ST,41.906389704,-87.67126834,30,FAILED TO YIELD,NO INDICATION OF INJURY,UNKNOWN,CROSSING - CONTROLS PRESENT (NOT AT INTERSECTION),BIKEWAY,PEDALCYCLIST
2023-03-12T19:34:00.000,BICYCLE,2246,N,MILWAUKEE AVE,41.921614362,-87.695481429,30,NONE,NO INDICATION OF INJURY,UNKNOWN,WITH TRAFFIC,BIKEWAY,PEDALCYCLIST
2023-03-10T12:05:00.000,PEDESTRIAN,2234,N,WESTERN AVE,41.922650691,-87.687719672,30,NONE,"REPORTED, NOT EVIDENT",OTHER,UNKNOWN/NA,IN CROSSWALK,PEDESTRIAN
2023-03-09T18:35:00.000,PEDESTRIAN,1600,W,DIVISION ST,41.903455316,-87.667558994,30,NONE,NO INDICATION OF INJURY,NOT OBSCURED,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2023-03-07T11:45:00.000,PEDESTRIAN,1601,N,WESTERN AVE,41.910413835,-87.687076441,30,NONE,"REPORTED, NOT EVIDENT",NOT OBSCURED,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2023-02-28T19:38:00.000,PEDESTRIAN,1601,N,WESTERN AVE,41.910413835,-87.687076441,30,NONE,NONINCAPACITATING INJURY,UNKNOWN,CROSSING - AGAINST SIGNAL,IN CROSSWALK,PEDESTRIAN
2023-02-27T17:15:00.000,BICYCLE,1520,N,DAMEN AVE,41.9089214,-87.677567796,30,FAILED TO YIELD,NO INDICATION OF INJURY,UNKNOWN,CROSSING - NO CONTROLS (AT INTERSECTION),IN ROADWAY,PEDALCYCLIST
2023-02-22T17:53:00.000,PEDESTRIAN,3000,W,DIVERSEY AVE,41.932168025,-87.702586092,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - WITH SIGNAL,IN ROADWAY,PEDESTRIAN
2023-02-21T14:00:00.000,BICYCLE,1418,N,MILWAUKEE AVE,41.907632504,-87.673398735,30,NONE,NO INDICATION OF INJURY,NOT OBSCURED,WITH TRAFFIC,IN ROADWAY,PEDALCYCLIST
2023-02-19T11:25:00.000,PEDESTRIAN,1400,W,AUGUSTA BLVD,41.899893848,-87.662628756,25,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2023-02-19T11:25:00.000,BICYCLE,1400,W,AUGUSTA BLVD,41.899893848,-87.662628756,25,NONE,NONINCAPACITATING INJURY,OTHER,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2023-02-16T17:30:00.000,PEDESTRIAN,2476,W,LOGAN BLVD,41.928614301,-87.690134634,30,NONE,NONINCAPACITATING INJURY,OTHER,CROSSING - NO CONTROLS (NOT AT INTERSECTION),IN ROADWAY,PEDESTRIAN
2023-02-14T23:35:00.000,PEDESTRIAN,2301,N,MILWAUKEE AVE,41.923009387,-87.69729638,30,UNKNOWN,NONINCAPACITATING INJURY,NOT OBSCURED,UNKNOWN/NA,UNKNOWN/NA,PEDESTRIAN
2023-02-14T17:10:00.000,BICYCLE,1558,W,BLACKHAWK ST,41.907106653,-87.667502425,30,UNKNOWN,NO INDICATION OF INJURY,NOT OBSCURED,WITH TRAFFIC,SHOULDER,PEDALCYCLIST
2023-02-10T14:07:00.000,PEDESTRIAN,2507,N,MILWAUKEE AVE,41.927009672,-87.703809871,25,UNKNOWN,NONINCAPACITATING INJURY,UNKNOWN,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2023-02-07T15:43:00.000,BICYCLE,1628,W,AUGUSTA BLVD,41.899798305,-87.668544532,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,OTHER ACTION,BIKE LANE,PEDALCYCLIST
2023-02-02T15:00:00.000,PEDESTRIAN,756,N,ASHLAND AVE,41.896025497,-87.667437127,30,NONE,NO INDICATION OF INJURY,NOT OBSCURED,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2023-01-31T14:37:00.000,PEDESTRIAN,1514,W,CHICAGO AVE,41.896210312,-87.665539357,30,NONE,NONINCAPACITATING INJURY,UNKNOWN,CROSSING - NO CONTROLS (AT INTERSECTION),IN CROSSWALK,PEDESTRIAN
2023-01-26T17:23:00.000,BICYCLE,1303,N,MILWAUKEE AVE,41.905411209,-87.669458238,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2023-01-19T18:45:00.000,PEDESTRIAN,1732,W,AUGUSTA BLVD,41.899760883,-87.671001294,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - NO CONTROLS (AT INTERSECTION),IN CROSSWALK,PEDESTRIAN
2023-01-14T15:10:00.000,PEDESTRIAN,1927,W,NORTH AVE,41.910397186,-87.676181096,30,FAILED TO YIELD,NONINCAPACITATING INJURY,UNKNOWN,CROSSING - NO CONTROLS (NOT AT INTERSECTION),IN ROADWAY,PEDESTRIAN
2023-01-13T14:50:00.000,PEDESTRIAN,2236,N,ROCKWELL ST,41.9228282,-87.692936375,20,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,OTHER ACTION,IN ROADWAY,PEDESTRIAN
2023-01-10T08:16:00.000,BICYCLE,2352,N,MILWAUKEE AVE,41.923873095,-87.699162854,30,NONE,"REPORTED, NOT EVIDENT",NOT OBSCURED,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2023-01-01T15:18:00.000,PEDESTRIAN,3002,W,DIVERSEY AVE,41.932166778,-87.702671269,30,NONE,INCAPACITATING INJURY,UNKNOWN,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2023-01-01T01:56:00.000,BICYCLE,2000,W,NORTH AVE,41.910582764,-87.677701677,30,,NO INDICATION OF INJURY,,CROSSING - AGAINST SIGNAL,IN ROADWAY,PEDALCYCLIST
2022-12-29T17:25:00.000,PEDESTRIAN,759,N,ASHLAND AVE,41.896030052,-87.667143359,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2022-12-21T18:20:00.000,BICYCLE,1527,N,DAMEN AVE,41.909086322,-87.677279376,30,NONE,INCAPACITATING INJURY,UNKNOWN,WITH TRAFFIC,IN ROADWAY,OTHER NONCOLLISION
2022-12-20T23:25:00.000,PEDESTRIAN,2569,N,MILWAUKEE AVE,41.928078074,-87.705552055,30,OTHER,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2022-12-20T16:56:00.000,BICYCLE,1804,W,CHICAGO AVE,41.896096602,-87.672449914,30,NONE,NO INDICATION OF INJURY,NOT OBSCURED,WITH TRAFFIC,IN ROADWAY,PEDALCYCLIST
2022-12-14T18:30:00.000,PEDESTRIAN,1165,N,MILWAUKEE AVE,41.903005039,-87.665706544,35,UNKNOWN,INCAPACITATING INJURY,UNKNOWN,UNKNOWN/NA,UNKNOWN/NA,PEDESTRIAN
2022-12-14T08:30:00.000,PEDESTRIAN,2145,N,CALIFORNIA AVE,41.920836231,-87.697150055,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - WITH SIGNAL,IN ROADWAY,PEDESTRIAN
2022-12-13T12:50:00.000,PEDESTRIAN,1329,N,DAMEN AVE,41.905901222,-87.677190503,30,OTHER,INCAPACITATING INJURY,NOT OBSCURED,CROSSING - NO CONTROLS (AT INTERSECTION),BIKE LANE,PEDESTRIAN
2022-12-09T22:15:00.000,PEDESTRIAN,958,N,ASHLAND AVE,41.899605608,-87.667536571,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2022-12-01T08:35:00.000,PEDESTRIAN,2202,N,KEDZIE BLVD,41.921153074,-87.707247996,30,OTHER,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - NO CONTROLS (AT INTERSECTION),IN ROADWAY,PEDESTRIAN
2022-11-30T13:30:00.000,BICYCLE,1532,N,HONORE ST,41.909508843,-87.674061259,30,DISREGARDED CONTROL DEVICES,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN/NA,IN ROADWAY,PEDALCYCLIST
2022-11-25T12:20:00.000,PEDESTRIAN,1828,N,WESTERN AVE,41.914845613,-87.687486877,30,,NONINCAPACITATING INJURY,,WITH TRAFFIC,IN ROADWAY,PEDESTRIAN
2022-11-20T14:00:00.000,PEDESTRIAN,1252,N,DAMEN AVE,41.904884204,-87.677451481,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - NO CONTROLS (AT INTERSECTION),IN CROSSWALK,PEDESTRIAN
2022-11-19T14:00:00.000,BICYCLE,2246,N,MILWAUKEE AVE,41.921614362,-87.695481429,30,UNKNOWN,"REPORTED, NOT EVIDENT",NOT OBSCURED,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2022-11-18T19:25:00.000,PEDESTRIAN,1041,N,WOOD ST,41.900837842,-87.672171263,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,UNKNOWN/NA,IN CROSSWALK,PEDESTRIAN
2022-11-17T08:18:00.000,BICYCLE,2300,W,AUGUSTA BLVD,41.899528634,-87.684613132,25,DISREGARDED CONTROL DEVICES,NONINCAPACITATING INJURY,UNKNOWN,CROSSING - AGAINST SIGNAL,IN ROADWAY,PEDALCYCLIST
2022-11-16T18:15:00.000,PEDESTRIAN,1701,W,DIVISION ST,41.903195593,-87.669965312,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - NO CONTROLS (AT INTERSECTION),IN CROSSWALK,PEDESTRIAN
2022-11-13T15:30:00.000,BICYCLE,2600,N,WESTERN AVE,41.92866979,-87.687922236,30,UNKNOWN,NO INDICATION OF INJURY,NOT OBSCURED,CROSSING - WITH SIGNAL,BIKEWAY,PEDALCYCLIST
2022-11-11T17:24:00.000,PEDESTRIAN,2071,N,WESTERN AVE,41.919640596,-87.68733036,30,NONE,INCAPACITATING INJURY,NOT OBSCURED,CROSSING - NO CONTROLS (NOT AT INTERSECTION),IN ROADWAY,PEDESTRIAN
2022-11-09T17:00:00.000,BICYCLE,1400,N,DAMEN AVE,41.907194665,-87.677522231,30,UNKNOWN,"REPORTED, NOT EVIDENT",NOT OBSCURED,WITH TRAFFIC,IN ROADWAY,PEDALCYCLIST
2022-11-04T19:22:00.000,BICYCLE,3000,W,FULLERTON AVE,41.924871243,-87.702436659,30,NONE,"REPORTED, NOT EVIDENT",UNKNOWN,CROSSING - CONTROLS PRESENT (NOT AT INTERSECTION),IN ROADWAY,PEDALCYCLIST
2022-11-04T08:15:00.000,BICYCLE,1531,N,DAMEN AVE,41.909192059,-87.677282907,30,NONE,NO INDICATION OF INJURY,NOT OBSCURED,WITH TRAFFIC,BIKEWAY,PEDALCYCLIST
2022-11-02T14:40:00.000,PEDESTRIAN,1434,W,DIVISION ST,41.903496699,-87.663894354,30,UNKNOWN,NONINCAPACITATING INJURY,UNKNOWN,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2022-11-01T18:32:00.000,BICYCLE,1820,W,DIVISION ST,41.903361979,-87.673245529,30,NONE,"REPORTED, NOT EVIDENT",UNKNOWN,CROSSING - NO CONTROLS (AT INTERSECTION),IN ROADWAY,PEDALCYCLIST
2022-10-31T22:42:00.000,PEDESTRIAN,1801,W,DIVISION ST,41.903156154,-87.672422319,30,NONE,NO INDICATION OF INJURY,NOT OBSCURED,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2022-10-30T00:30:00.000,PEDESTRIAN,2540,W,CHARLESTON ST,41.920068864,-87.690930797,30,OTHER,NONINCAPACITATING INJURY,OTHER,OTHER ACTION,IN ROADWAY,PEDESTRIAN
2022-10-28T23:11:00.000,PEDESTRIAN,2442,N,MILWAUKEE AVE,41.925577574,-87.701942534,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - NO CONTROLS (NOT AT INTERSECTION),IN ROADWAY,PEDESTRIAN
2022-10-27T15:30:00.000,PEDESTRIAN,1438,N,WOOD ST,41.90831906,-87.672661479,15,NONE,NONINCAPACITATING INJURY,UNKNOWN,CROSSING - NO CONTROLS (AT INTERSECTION),IN CROSSWALK,PEDESTRIAN
2022-10-26T18:22:00.000,BICYCLE,1448,N,LEAVITT ST,41.9081903,-87.682432944,30,NONE,INCAPACITATING INJURY,NOT OBSCURED,OTHER ACTION,IN ROADWAY,PEDALCYCLIST
2022-10-26T08:00:00.000,PEDESTRIAN,1597,N,DAMEN AVE,41.910474701,-87.677421003,30,,NONINCAPACITATING INJURY,,CROSSING - NO CONTROLS (NOT AT INTERSECTION),IN ROADWAY,PEDESTRIAN
2022-10-25T18:50:00.000,PEDESTRIAN,1527,W,CHICAGO AVE,41.89598337,-87.665968713,30,FAILED TO YIELD,NONINCAPACITATING INJURY,UNKNOWN,CROSSING - NO CONTROLS (NOT AT INTERSECTION),IN ROADWAY,PEDESTRIAN
2022-10-24T19:00:00.000,BICYCLE,2200,N,ROCKWELL ST,41.921840591,-87.692907858,30,NONE,INCAPACITATING INJURY,NOT OBSCURED,NO ACTION,IN ROADWAY,PEDALCYCLIST
2022-10-24T09:24:00.000,PEDESTRIAN,2018,W,NORTH AVE,41.910583644,-87.678103422,30,FAILED TO YIELD,NONINCAPACITATING INJURY,OTHER,NOT AT INTERSECTION,IN ROADWAY,PEDESTRIAN
2022-10-22T13:45:00.000,BICYCLE,1226,N,MILWAUKEE AVE,41.903901042,-87.667557859,30,UNKNOWN,NO INDICATION OF INJURY,NOT OBSCURED,NO ACTION,BIKEWAY,PEDALCYCLIST
2022-10-16T14:10:00.000,BICYCLE,2400,W,DIVISION ST,41.903124899,-87.687070964,20,IMPROPER PASSING,NO INDICATION OF INJURY,UNKNOWN,WITH TRAFFIC,IN ROADWAY,PEDALCYCLIST
2022-10-11T15:33:00.000,BICYCLE,1209,N,MILWAUKEE AVE,41.903643726,-87.66670595,30,NONE,NO INDICATION OF INJURY,NOT OBSCURED,NO ACTION,IN ROADWAY,PEDALCYCLIST
2022-10-11T04:15:00.000,PEDESTRIAN,3103,W,ARMITAGE AVE,41.917301979,-87.705448733,30,NONE,NONINCAPACITATING INJURY,UNKNOWN,STANDING IN ROADWAY,IN ROADWAY,PEDESTRIAN
2022-10-07T17:30:00.000,PEDESTRIAN,1600,W,NORTH AVE,41.910739124,-87.667755542,30,FAILED TO YIELD,NO INDICATION OF INJURY,UNKNOWN,CROSSING - AGAINST SIGNAL,IN ROADWAY,PEDESTRIAN
2022-10-04T14:00:00.000,BICYCLE,1072,N,MILWAUKEE AVE,41.901283643,-87.663483625,30,UNKNOWN,NO INDICATION OF INJURY,UNKNOWN,WITH TRAFFIC,IN ROADWAY,PEDALCYCLIST
2022-10-04T08:20:00.000,BICYCLE,2020,N,CALIFORNIA AVE,41.918107124,-87.697365295,30,NONE,"REPORTED, NOT EVIDENT",NOT OBSCURED,NO ACTION,IN ROADWAY,PEDALCYCLIST
2022-09-30T19:01:00.000,PEDESTRIAN,1421,N,PAULINA ST,41.907548844,-87.669899958,35,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - CONTROLS PRESENT (NOT AT INTERSECTION),IN CROSSWALK,PEDESTRIAN
2022-09-28T15:06:00.000,PEDESTRIAN,2400,W,ARMITAGE AVE,41.917677329,-87.687469877,25,NONE,NONINCAPACITATING INJURY,UNKNOWN,UNKNOWN/NA,IN CROSSWALK,PEDESTRIAN
2022-09-28T07:20:00.000,PEDESTRIAN,2701,W,ST GEORGES CT,41.921919406,-87.695895549,30,NONE,"REPORTED, NOT EVIDENT",NOT OBSCURED,CROSSING - CONTROLS PRESENT (NOT AT INTERSECTION),IN CROSSWALK,PEDESTRIAN
2022-09-27T19:02:00.000,PEDESTRIAN,1699,W,BEACH AVE,41.907466144,-87.669923305,25,NONE,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN/NA,IN CROSSWALK,PEDESTRIAN
2022-09-25T20:46:00.000,PEDESTRIAN,2298,N,SACRAMENTO AVE,41.92321174,-87.702406132,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,OTHER ACTION,IN CROSSWALK,PEDESTRIAN
2022-09-25T17:50:00.000,PEDESTRIAN,2644,N,WASHTENAW AVE,41.930044519,-87.695299522,30,UNKNOWN,NO INDICATION OF INJURY,UNKNOWN,AGAINST TRAFFIC,IN ROADWAY,PEDESTRIAN
2022-09-24T09:09:00.000,PEDESTRIAN,3000,W,FULLERTON AVE,41.924871243,-87.702436659,30,UNKNOWN,NONINCAPACITATING INJURY,UNKNOWN,CROSSING - NO CONTROLS (AT INTERSECTION),IN CROSSWALK,PEDESTRIAN
2022-09-23T05:38:00.000,PEDESTRIAN,1332,W,DIVISION ST,41.903536788,-87.661859583,30,,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2022-09-22T08:15:00.000,BICYCLE,2040,N,KEDZIE AVE,41.918616132,-87.707158777,20,UNKNOWN,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN/NA,UNKNOWN/NA,PEDALCYCLIST
2022-09-21T18:21:00.000,BICYCLE,1965,N,MILWAUKEE AVE,41.917269104,-87.687897138,30,NONE,NO INDICATION OF INJURY,NOT OBSCURED,WITH TRAFFIC,BIKEWAY,PEDALCYCLIST
2022-09-18T14:25:00.000,BICYCLE,1601,W,NORTH AVE,41.910519635,-87.667749686,30,FAILED TO YIELD,NO INDICATION OF INJURY,UNKNOWN,CROSSING - NO CONTROLS (NOT AT INTERSECTION),IN ROADWAY,PEDALCYCLIST
2022-09-17T12:45:00.000,BICYCLE,2300,N,MILWAUKEE AVE,41.922842577,-87.697487482,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2022-09-16T09:30:00.000,BICYCLE,2100,W,NORTH AVE,41.910546981,-87.680108062,30,UNKNOWN,NO INDICATION OF INJURY,UNKNOWN,CROSSING - NO CONTROLS (AT INTERSECTION),IN CROSSWALK,PEDALCYCLIST
2022-09-15T17:50:00.000,BICYCLE,1456,N,ASHLAND AVE,41.908585008,-87.667781002,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,NO ACTION,BIKEWAY,PEDALCYCLIST
2022-09-13T14:45:00.000,BICYCLE,1030,N,ASHLAND AVE,41.900636141,-87.667565198,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,TURNING LEFT,IN ROADWAY,PEDALCYCLIST
2022-09-10T14:50:00.000,BICYCLE,1732,W,AUGUSTA BLVD,41.899760883,-87.671001294,30,NONE,NONINCAPACITATING INJURY,UNKNOWN,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2022-09-09T23:02:00.000,PEDESTRIAN,1913,W,NORTH AVE,41.910405669,-87.675586571,30,NONE,INCAPACITATING INJURY,NOT OBSCURED,CROSSING - NO CONTROLS (NOT AT INTERSECTION),IN ROADWAY,PEDESTRIAN
2022-09-09T17:16:00.000,PEDESTRIAN,2100,W,SCHILLER ST,41.907204606,-87.679940463,20,UNKNOWN,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN/NA,UNKNOWN/NA,PEDESTRIAN
2022-09-08T10:50:00.000,BICYCLE,1900,N,CALIFORNIA AVE,41.915761023,-87.697295811,30,OTHER,NO INDICATION OF INJURY,NOT OBSCURED,WITH TRAFFIC,IN ROADWAY,PEDALCYCLIST
2022-09-07T08:10:00.000,BICYCLE,1617,W,SUPERIOR ST,41.895035188,-87.667987236,20,OTHER,"REPORTED, NOT EVIDENT",NOT OBSCURED,WITH TRAFFIC,IN ROADWAY,PEDALCYCLIST
2022-09-06T12:45:00.000,PEDESTRIAN,429,N,OGDEN AVE,41.889716638,-87.659915791,30,NONE,NONINCAPACITATING INJURY,UNKNOWN,OTHER ACTION,IN ROADWAY,PEDESTRIAN
2022-09-05T16:40:00.000,BICYCLE,2158,W,AUGUSTA BLVD,41.899577949,-87.681927185,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - WITH SIGNAL,BIKE LANE,PEDALCYCLIST
2022-09-04T05:02:00.000,PEDESTRIAN,1516,N,MILWAUKEE AVE,41.908995615,-87.675531656,30,NONE,INCAPACITATING INJURY,UNKNOWN,CROSSING - NO CONTROLS (NOT AT INTERSECTION),IN ROADWAY,PEDESTRIAN
2022-09-02T07:17:00.000,PEDESTRIAN,2025,N,CAMPBELL AVE,41.918354616,-87.689041163,30,NONE,"REPORTED, NOT EVIDENT",UNKNOWN,UNKNOWN/NA,NOT IN ROADWAY,PEDESTRIAN
2022-09-02T01:00:00.000,PEDESTRIAN,2401,W,FULLERTON AVE,41.924790416,-87.687701488,30,NONE,"REPORTED, NOT EVIDENT",UNKNOWN,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2022-09-01T16:57:00.000,BICYCLE,1194,N,WOLCOTT AVE,41.903201787,-87.674967742,30,UNKNOWN,NO INDICATION OF INJURY,NOT OBSCURED,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2022-08-30T18:45:00.000,BICYCLE,1456,N,MILWAUKEE AVE,41.908270042,-87.67439868,30,NONE,"REPORTED, NOT EVIDENT",NOT OBSCURED,WITH TRAFFIC,BIKEWAY,PEDALCYCLIST
2022-08-30T18:01:00.000,BICYCLE,2373,N,MILWAUKEE AVE,41.924445487,-87.699632719,35,NONE,NONINCAPACITATING INJURY,UNKNOWN,NO ACTION,BIKEWAY,PEDALCYCLIST
2022-08-26T00:59:00.000,PEDESTRIAN,2397,W,ARMITAGE AVE,41.917458076,-87.687384633,35,NONE,"REPORTED, NOT EVIDENT",NOT OBSCURED,CROSSING - NO CONTROLS (NOT AT INTERSECTION),UNKNOWN/NA,PEDESTRIAN
2022-08-25T20:10:00.000,BICYCLE,1385,N,MILWAUKEE AVE,41.907072426,-87.672068361,30,UNKNOWN,NO INDICATION OF INJURY,UNKNOWN,NO ACTION,BIKEWAY,PARKED MOTOR VEHICLE
2022-08-22T17:18:00.000,BICYCLE,1600,N,DAMEN AVE,41.910588421,-87.67764382,30,NONE,NO INDICATION OF INJURY,NOT OBSCURED,CROSSING - WITH SIGNAL,BIKE LANE,PEDALCYCLIST
2022-08-20T13:47:00.000,PEDESTRIAN,2935,W,FULLERTON AVE,41.924662101,-87.701360206,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2022-08-19T20:30:00.000,BICYCLE,1598,W,DIVISION ST,41.903456717,-87.667447219,30,UNKNOWN,NO INDICATION OF INJURY,UNKNOWN,CROSSING - AGAINST SIGNAL,IN ROADWAY,PEDALCYCLIST
2022-08-19T15:20:00.000,BICYCLE,2392,N,MILWAUKEE AVE,41.924646801,-87.700420596,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2022-08-19T07:40:00.000,BICYCLE,957,N,OAKLEY BLVD,41.89931517,-87.684337078,30,NONE,"REPORTED, NOT EVIDENT",NOT OBSCURED,TURNING LEFT,IN ROADWAY,PEDALCYCLIST
